Etunimi,Lukumäärä
Eleni,122
Eloisa,122
Flora,122
Jemiina,122
Leonie,122
Ludmila,122
Marlen,122
Nitta,122
Sirje,122
Ulla-Maj,122
Viviana,122
Ann-Katrin,121
Hani,121
Iuliia,121
Jean,121
Maritza,121
Savannah,121
Eleanoora,120
Ha,120
Henna-Mari,120
Huong,120
Lioudmila,120
Manda,120
Miida,120
Ritva-Leena,120
Tiina-Mari,120
Annastina,119
Fatma,119
Monna,119
Vivien,119
Zeinab,119
Greetta,118
Henrica,118
Maijastiina,118
Manna,118
Runa,118
Seija-Liisa,118
Daalia,117
Lova,117
Ringa,117
Sinja,117
Sonya,117
Vivianna,117
Agatha,116
Alba,116
Denice,116
Freija,116
Lauren,116
Meh,116
Sella,116
Valerie,116
Agda,115
Aimi,115
Anika,115
Anna-Maaria,115
Anna-Stiina,115
Eerin,115
Enya,115
Ghita,115
Joan,115
Kiana,115
Nessa,115
Ottiilia,115
Safa,115
Jacqueline,114
Kaisa-Liisa,114
Pirkitta,114
Ros-Mari,114
Aleksia,113
Eliise,113
Fredriikka,113
Janine,113
Jasmiini,113
Mirelle,113
Nada,113
Rosina,113
Yrsa,113
Zaida,113
Anna-Karin,112
Chiara,112
Deborah,112
Emerentia,112
Emina,112
Jetta,112
Rilla,112
Sallamaari,112
Stefanie,112
Aicha,111
Aria,111
Olena,111
Tiana,111
Yolanda,111
Anja-Riitta,110
Ayla,110
Dahlia,110
Eda,110
Lilianna,110
Lise,110
Merete,110
Merja-Riitta,110
Nadejda,110
Peggy,110
Heikintytär,109
Minda,109
Peppi-Lotta,109
Rauna,109
Savanna,109
Trang,109
Akuliina,108
Angel,108
Aniita,108
Catrin,108
Catrine,108
Dorotea,108
Eliza,108
Katjaana,108
Marjanna,108
Matilde,108
Sylva,108
Tianna,108
Valo,108
Veela,108
Ariela,107
Casandra,107
Edna,107
Ilo,107
Marja-Helena,107
Maura,107
Riikka-Maria,107
Sari-Anne,107
Ulla-Mari,107
Emine,106
Mirja-Leena,106
Nadezhda,106
Selinda,106
Agata,105
Caterina,105
Halima,105
Ljubov,105
Marwa,105
Mary-Ann,105
Opri,105
Rinna,105
Rosalina,105
Tähti,105
Anneka,104
Anne-Riitta,104
Emma-Sofia,104
Fredriika,104
Gabrielle,104
Hennariikka,104
Henniina,104
Liida,104
Marguerite,104
Mikael,104
Mitra,104
Stefania,104
Verona,104
Anni-Sofia,103
Beeda,103
Edda,103
Elliida,103
Elly,103
Helin,103
Heloisa,103
Huda,103
Jeannette,103
Maryan,103
Yasemin,103
Anna-Katariina,102
Esra,102
Eugenia,102
Layla,102
Medina,102
Nanne,102
Nelle,102
Nhi,102
Rigmor,102
Serafiia,102
Albertina,101
Evy,101
Janetta,101
Liselott,101
Mariita,101
Meira,101
Natali,101
Ruu,101
Vendla,101
Anya,100
Eufrosyne,100
Eveline,100
Kathleen,100
Keiju,100
Maj-Gret,100
Vivi-Ann,100
Ann-Charlott,99
Annmari,99
Ayan,99
Donna,99
Jemima,99
Jill,99
Le,99
Leanna,99
Meja,99
Nemi,99
Noa,99
Soraya,99
Tita,99
Tuula-Maija,99
Tuuliina,99
Vanilja,99
Viktoriia,99
An,98
Angelique,98
Corinne,98
Frances,98
Hanna-Riitta,98
Karoline,98
Tuyet,98
Una,98
Urpu,98
Varvara,98
Venni,98
Eija-Leena,97
Henny,97
Hilve,97
Hodan,97
Miili,97
Norma,97
Sara-Maria,97
Tutta,97
Arja-Riitta,96
Cathrine,96
Gun-Lis,96
Hasan,96
Jamina,96
Jarintytär,96
Margareth,96
Pricilla,96
Renate,96
Tatja,96
Amalie,95
Hinni,95
Ismail,95
Joanne,95
Juudit,95
Kirsimarja,95
Ronya,95
Ulpukka,95
Unni,95
Asha,94
Edita,94
Gunn-Britt,94
Julietta,94
Julina,94
Merit,94
Myrsky,94
Pirketta,94
Ristiina,94
Salla-Maaria,94
Sini-Maria,94
Ulla-Marja,94
Anni-Mari,93
Elda,93
Hope,93
Justina,93
Mindi,93
Sole,93
Alia,92
Avella,92
Carmela,92
Catalina,92
Eleonor,92
Hamdi,92
Irja-Liisa,92
Jamila,92
Jukantytär,92
Kukka-Maria,92
Rose-Maj,92
Sini-Tuulia,92
Venja,92
Anna-Greta,91
Aylin,91
Gina,91
Hymy,91
Lotta-Maria,91
Meliina,91
Minttu-Maaria,91
Miranna,91
Rahma,91
Sorella,91
Terja,91
Vida,91
Vivika,91
Anina,90
Arlene,90
Elanor,90
Emma-Lotta,90
Emmi-Lotta,90
Hannakaisa,90
Julianne,90
Kirsi-Maarit,90
Nanny,90
Oivi,90
Safiya,90
Van,90
Alfhild,89
Kaisa-Mari,89
Meryem,89
Raini,89
Sanna-Maarit,89
Simona,89
Aisla,88
Alexina,88
Ensi,88
Gia,88
Gitta,88
Gunn,88
Hannuntytär,88
Liselotte,88
Lise-Lotte,88
Malak,88
Marena,88
Maret,88
Minna-Maarit,88
Minnamari,88
Suzan,88
Uma,88
Villiina,88
Alexandria,87
Cajsa,87
Cara,87
Juli,87
Lan,87
Mella,87
Mikantytär,87
Anne-Kristiina,86
Izabella,86
June,86
Merina,86
Minttu-Maria,86
Nelia,86
Ruby,86
Sahar,86
Soraja,86
Toive,86
Vy,86
Jenna-Maria,85
Mariama,85
Metti,85
Minna-Riitta,85
Naima,85
Nika,85
Pii,85
Scarlett,85
Tiina-Riitta,85
Yasmina,85
Aino-Sofia,84
Amilia,84
Anja-Liisa,84
Annuli,84
Brianna,84
Karintytär,84
María,84
Minna-Leena,84
Mona-Lisa,84
Nour,84
Penni,84
Renée,84
Tarita,84
Vivianne,84
Wera,84
Yen,84
Arita,83
Dania,83
Elaine,83
Heili,83
Jeanne,83
Jessiina,83
Leonore,83
Maida,83
Marje,83
Mi,83
Minette,83
Neve,83
Nimo,83
Sunna,83
Suvi-Maaria,83
Taisia,83
Tii,83
Anna-Karoliina,82
Athena,82
Cristiina,82
Hanna-Reetta,82
Iryna,82
Ivy,82
Maleena,82
Mataleena,82
Meija,82
Nataliia,82
Penelope,82
Quynh,82
Unnukka,82
Valentiina,82
Vanja,82
Wanda,82
Aana,81
Anne-Marita,81
Eevaliisa,81
Helmi-Maria,81
Henriina,81
Irmelin,81
Lene,81
Mirkku,81
Pirta,81
Päivyt,81
Raakeli,81
Sipriina,81
Sirena,81
Talvi,81
Tarina,81
Tuula-Marja,81
Viima,81
Zeynep,81
Amiira,80
Ann-Helen,80
Ayaan,80
Chantal,80
Hanan,80
Helly,80
Iina-Maria,80
Magda,80
Merja-Leena,80
Nhu,80
Noelia,80
Raina,80
Silla,80
Sorja,80
Wilda,80
Zahraa,80
Adelle,79
Anki,79
Constance,79
Eedith,79
Estel,79
Evena,79
Gitte,79
Hele,79
Kamomilla,79
Marja-Kaarina,79
Marja-Kaisa,79
Satu-Marja,79
Tova,79
Yusra,79
Angervo,78
Anna-Lotta,78
Edel,78
Inessa,78
Jama,78
Jenika,78
Joyce,78
Katia,78
Liza,78
Minna-Kaisa,78
Riitu,78
Sikuriina,78
Tiila,78
Abdullah,77
Aleksandrovna,77
Anastassia,77
Anna-Helena,77
Ann-Catrin,77
Anne-May,77
Eeva-Stiina,77
Fatemeh,77
Kersti,77
Margitta,77
Sarika,77
Satu-Maaria,77
Thyra,77
Tiffany,77
Yana,77
Adolfina,76
Ainamo,76
Anetta,76
Ciara,76
Elia,76
Ellinora,76
Kirsten,76
Mahamud,76
Malika,76
Muusa,76
Roza,76
Tiiti,76
Tuuli-Maria,76
Tuva,76
Venna,76
Aaria,75
Anastasija,75
Bao,75
Gustava,75
Lilla,75
Margarethe,75
Marinella,75
Marléne,75
Maryama,75
Mustafa,75
Pihlaja,75
Rae,75
Serina,75
Shukri,75
Soma,75
Toivikki,75
Albina,74
Ancela,74
Andréa,74
Anmari,74
Avelia,74
Elli-Maija,74
Elli-Maria,74
Emilla,74
Heléne,74
Kikka,74
Marjana,74
Melia,74
Nea-Maria,74
Salla-Maarit,74
Sofiina,74
Theodora,74
Zelda,74
Adelaide,73
Aden,73
Aino-Liisa,73
Aliisi,73
Annemarie,73
Awa,73
Esma,73
Faith,73
Hagar,73
Idun,73
Jada,73
Junia,73
Kaari,73
Lin,73
Maren,73
Minéa,73
Rana,73
Rosalinda,73
Villentytär,73
Aleksantra,72
Diane,72
Eva-Stina,72
Najma,72
Niina-Maria,72
Niini,72
Noemi,72
Silmu,72
Sirkka-Leena,72
Tiina-Kaisa,72
Viva,72
Ariella,71
Beatriz,71
Brigitte,71
Eloise,71
Emmi-Sofia,71
Evin,71
Hana,71
Inka-Maria,71
Jenni-Mari,71
Kariina,71
Kylli,71
Leena-Maria,71
Miska,71
Pirkko-Leena,71
Sol-Britt,71
Susana,71
Velma,71
Anni-Kaisa,70
Beada,70
Görel,70
Juanita,70
Liisa-Maija,70
Lise-Lott,70
Marilyn,70
Maxine,70
Sanne,70
Ying,70
Anu-Riikka,69
Chloé,69
Cristine,69
Demi,69
Elmiira,69
Hoang,69
Jenica,69
Khalid,69
Kirsi-Mari,69
Kristella,69
Malvina,69
Miljaana,69
Reine,69
Sini-Maaria,69
Tuomi,69
Adaliina,68
Aino-Elina,68
Ami,68
Annimari,68
Eena,68
Etti,68
Eva-Lisa,68
Hetta,68
Hetti,68
Ingemo,68
Joalin,68
Katarine,68
Kelly,68
Lorena,68
Ly,68
Marjo-Liisa,68
Melis,68
Melita,68
Merituulia,68
Mildred,68
Misa,68
Pelagia,68
Renee,68
Riina-Maria,68
Sanna-Riikka,68
Sanniina,68
Shirin,68
Tora,68
Vivienne,68
Angeliina,67
Anna-Riina,67
Ayse,67
Berta,67
Clary,67
Debora,67
Eeva-Mari,67
Elias,67
Georgina,67
Huyen,67
Ifrah,67
Iona,67
Janella,67
Jannike,67
Jonna-Maria,67
Juulianna,67
Kaija-Riitta,67
Kuu,67
Lilith,67
Lyylikki,67
Meerit,67
Merle,67
Noora-Maria,67
Pekantytär,67
Runo,67
Sadia,67
Sirius,67
Sivia,67
Sundus,67
Abdirashid,66
Annabelle,66
Anuliina,66
Azra,66
Berfin,66
Ela,66
Hilla-Maria,66
Immi,66
Kseniia,66
Maileena,66
Menna,66
Metta,66
Mohammad,66
Nguyen,66
Sheila,66
Abbas,65
Ahmad,65
Alejandra,65
Anna-Maarit,65
Beatrix,65
Chatarina,65
Gunlög,65
Jessina,65
Laine,65
Luise,65
Maritsa,65
Meritta,65
Miilia,65
Raakkel,65
Siiri-Sofia,65
Taava,65
Tuutikki,65
Violeta,65
Adèle,64
Aleksina,64
Annaliina,64
Anneliina,64
Birkitta,64
Edina,64
Eerica,64
Eliisi,64
Elmira,64
Fiinu,64
Franziska,64
Gunda,64
Helkky,64
Hiba,64
Indira,64
Jinna,64
Joana,64
Juno,64
Kaisli,64
Kristian,64
Leena-Marja,64
Liidia,64
Madeline,64
Marjo-Riikka,64
Milia,64
Muisto,64
Nathalia,64
Nila,64
Sabah,64
Sidra,64
Vega,64
Vladimirovna,64
Adna,63
Ailiina,63
Artemis,63
Audrey,63
Bahar,63
Del,63
Eline,63
Elvina,63
Emmaliina,63
Hanna-Maaria,63
Hazel,63
Irma-Liisa,63
Katri-Maria,63
Markontytär,63
Milla-Maaria,63
Neilikka,63
Odelia,63
Seea,63
Tehilla,63
Terttu-Liisa,63
Tuua,63
Uni,63
Viktoriina,63
Aivi,62
Anna-Katriina,62
April,62
Bich,62
Carol,62
Dea,62
Dilara,62
Eelia,62
Ella-Sofia,62
Emelina,62
Eva-Lotta,62
Hélène,62
Iiri,62
Katarzyna,62
Kateriina,62
Kitta,62
Madelein,62
Malou,62
Megan,62
Milo,62
Mimmu,62
Minna-Maaria,62
Nga,62
Niki,62
Päivänsäde,62
Sana,62
Sarri,62
Sue,62
Wendy,62
Yan,62
Alica,61
Arintytär,61
Ashley,61
Eleonore,61
Emil,61
Fredrica,61
Halimo,61
Hawa,61
Jenna-Mari,61
Jussintytär,61
Katja-Maria,61
Leija,61
Milla-Mari,61
Novalie,61
Pirja,61
Ros-Marie,61
Ullamaija,61
Alaa,60
Alexis,60
Anni-Elina,60
Arya,60
Céline,60
Ella-Noora,60
Hang,60
Karenina,60
Khadra,60
Maare,60
Margarete,60
Mari-Johanna,60
Marla,60
Miia-Mari,60
Onnia,60
Veera-Maria,60
Alana,59
Amaya,59
Annariikka,59
Anni-Maija,59
Chi,59
Evia,59
Gita,59
Hanna-Maarit,59
Hippu,59
Hoa,59
Lioubov,59
Mirabella,59
Nomi,59
Safina,59
Satu-Sinikka,59
Tanita,59
Teodora,59
Tiitta,59
Titti,59
Ulla-Riikka,59
Weera,59
Zhanna,59
Aada-Maria,58
Adea,58
Amani,58
Birit,58
Camila,58
Corinna,58
Darina,58
Edea,58
Ella-Mari,58
Enia,58
Erja-Liisa,58
Kristen,58
Leana,58
Lida,58
Mahmoud,58
Manja,58
Marine,58
Martiina,58
Mesi,58
Mindy,58
Pia-Liisa,58
Riikka-Leena,58
Seija-Riitta,58
Tarja-Riitta,58
Valvikki,58
Ada-Sofia,57
Adelie,57
Aleksa,57
Alexander,57
Asmaa,57
Asteri,57
Bertha,57
Chelsea,57
Delila,57
Désirée,57
Eevamaria,57
Eleena,57
Emi,57
Erina,57
Jamal,57
Kay,57
Maaren,57
Marjorie,57
Minna-Maija,57
Petrintytär,57
Priitta,57
Soja,57
Suvi-Päivi,57
Tuomikki,57
Vasilisa,57
Aalia,56
Ama,56
Aniela,56
Bushra,56
Celinda,56
Dahir,56
Dorothy,56
Greeta,56
Kaisa-Maija,56
Kayla,56
Liisu,56
Lo,56
Madelen,56
Madina,56
Mahdi,56
Mariikka,56
Melodia,56
Mili,56
Millie,56
Ninette,56
Piret,56
Rosemarie,56
Suvi-Marja,56
Svitlana,56
Tarja-Tuulikki,56
Ulla-Stina,56
Vea,56
Anissa,55
Anu-Maarit,55
Arabella,55
Bashir,55
Birgetta,55
Camille,55
Christiane,55
Delia,55
Eetla,55
Eileen,55
Ellanoora,55
Elsa-Maria,55
Emmi-Maria,55
Eunice,55
Hawo,55
Jaakontytär,55
Jael,55
Leo,55
Mainikki,55
Muru,55
Oma,55
Siham,55
Skye,55
Sofiel,55
Solbritt,55
Tonja,55
Vesta,55
Yara,55
Zinaida,55
Abukar,54
Alisha,54
Ancelika,54
Arna,54
Chanel,54
Dilan,54
Fatema,54
Fatou,54
Hannamaria,54
Hanne-Maria,54
Ida-Lotta,54
Johanne,54
Kaisu-Leena,54
Liona,54
Lolan,54
Lovis,54
Madelaine,54
May-Britt,54
Merve,54
Ninnu,54
Roberta,54
Saad,54
Silpa,54
Siw,54
Sulevi,54
Tuula-Riitta,54
Anett,53
Anu-Maria,53
Desireé,53
Eevaleena,53
Elenor,53
Elisi,53
Evgeniia,53
Farhia,53
Isella,53
Ivana,53
Joline,53
Karolin,53
Laura-Kaisa,53
Leandra,53
Maija-Kaisa,53
Maijaliisa,53
Mare,53
Meena,53
Salah,53
Sari-Anna,53
Sibel,53
Tinna,53
Viivia,53
Vivica,53
Abdirizak,52
Aliise,52
Annami,52
Anna-Reeta,52
Brenda,52
Essi-Maria,52
Gea,52
Hailey,52
Heinikki,52
Henriksdotter,52
Ida-Emilia,52
Iqra,52
Isela,52
Julija,52
Kukkamaaria,52
Laurintytär,52
Nasrin,52
Nataliya,52
Nawal,52
Nikki,52
Oliver,52
Otteliaana,52
Riikka-Mari,52
Rosanne,52
Saana-Maria,52
Sagal,52
Wellamo,52
Aaliyah,51
Ainomaija,51
Amber,51
Dung,51
Elvia,51
Faina,51
Farida,51
Janice,51
Jannentytär,51
Josefia,51
Kesia,51
Lavinia,51
Lizette,51
Loan,51
Maaretta,51
Malgorzata,51
Malina,51
Michele,51
Noella,51
Oona-Maria,51
Otava,51
Rayan,51
Rinja,51
Samia,51
Sanni-Maria,51
Seita,51
Signhild,51
Tasnim,51
Torborg,51
Utu,51
Wiivi,51
Wiola,51
Adelea,50
Agnieszka,50
Aile,50
Alison,50
Ania,50
Anne-Liisa,50
Ann-Maria,50
Deniz,50
Eili,50
Freyja,50
Gaia,50
Isolde,50
Jenny-Maria,50
Lilya,50
Linéa,50
Lucie,50
Mariah,50
Mariza,50
Marjo-Leena,50
Melida,50
Nasra,50
Nelli-Noora,50
Nyyti,50
Riitta-Sisko,50
Rosemary,50
Saba,50
Serafima,50
Solina,50
Truc,50
Tuija-Liisa,50
Tuuni,50
Ainomaria,49
Alexiina,49
Anna-Kaija,49
Anna-Katri,49
Birgitte,49
Cynthia,49
Fardowsa,49
Kai,49
Katie,49
Katju,49
Liila,49
Mai-Lis,49
Mariko,49
Neda,49
Pia-Mari,49
Rayaan,49
Reetta-Liisa,49
Sanni-Mari,49
Sisko-Liisa,49
Tuuve,49
Verena,49
Adan,48
Alda,48
Amilda,48
Carlotta,48
Effi,48
Elene,48
Emma-Maria,48
Eva-Marie,48
Faisa,48
Fatimah,48
Freia,48
Hanh,48
Heldine,48
Helmina,48
Hibo,48
India,48
Janiika,48
Kaiju,48
Kateryna,48
Khanh,48
Kirsti-Liisa,48
Lisa-Maria,48
Majken,48
Mikaelsdotter,48
Minnie,48
Monique,48
Neo,48
Nisa,48
Outi-Maria,48
Priita,48
Rabia,48
Raquel,48
Rashid,48
Sasha,48
Tella,48
Terése,48
Tuula-Anneli,48
Veena,48
Yu,48
Adam,47
Ada-Maria,47
Anne-Charlotte,47
Annimaria,47
Apollonia,47
Aster,47
Britt-Louise,47
Esteriina,47
Evella,47
Evie,47
Fay,47
Habiba,47
Hatice,47
Havu,47
Heini-Maria,47
Ingvor,47
Jaanika,47
Madison,47
Malaika,47
Marcella,47
Markuntytär,47
Ngan,47
Peppilotta,47
Princess,47
Repekka,47
Safiira,47
Sanna-Maaria,47
Sirkku-Liisa,47
Snöfrid,47
Sävy,47
Tam,47
Tilta,47
Uliana,47
Vi,47
Viviann,47
Abdifatah,46
Adel,46
Ailikki,46
Alevtina,46
Amara,46
Avilla,46
Brigitta,46
Darling,46
Derya,46
Eeva-Kristiina,46
Elen,46
Fernanda,46
Fransilia,46
Hai,46
Harrintytär,46
Jelina,46
Jonna-Mari,46
Karima,46
Keijukka,46
Ksenija,46
Käthe,46
Ling,46
Maarja,46
Marcela,46
Mariatta,46
Markareetta,46
Minne,46
Mohamad,46
Norah,46
Nuur,46
Rawan,46
Sania,46
Sannakaisa,46
Sinella,46
Suleima,46
Tetiana,46
Tintti,46
Valeriia,46
Andersdotter,45
Anjuska,45
Beate,45
Bibi,45
Binta,45
Carolyn,45
Cecilie,45
Dominique,45
Effia,45
Eija-Sinikka,45
Elsbeth,45
Hannamaija,45
Iana,45
Idamaria,45
Kamila,45
Katalin,45
Kimberly,45
Leonor,45
Lisa-Marie,45
Madicken,45
Manteli,45
Marge,45
Mariya,45
Nasro,45
Onna,45
Philippa,45
Piia-Maria,45
Rimma,45
Roosa-Maaria,45
Saara-Maija,45
Seena,45
Senia,45
Sievä,45
Sissel,45
Suna,45
Taira,45
Tuana,45
Tuikku,45
Ubah,45
Venus,45
Vesantytär,45
Wiktoria,45
Adrienne,44
Aino-Inkeri,44
Anne-Marjut,44
Anniliina,44
Christiana,44
Elviina,44
Henna-Leena,44
Iro,44
Jeni,44
Johannes,44
Kea,44
Marjaterttu,44
Milja-Maria,44
Paulette,44
Ramla,44
Reina,44
Suad,44
Sumu,44
Tran,44
Tupuna,44
Valencia,44
Viktorina,44
Viktoriya,44
Viktorovna,44
Wanjiru,44
Yael,44
Aada-Sofia,43
Alea,43
Alfrida,43
Anni-Emilia,43
Apila,43
Arnevi,43
Arwen,43
Belle,43
Elona,43
Hanna-Elina,43
Helmi-Sofia,43
Henna-Kaisa,43
Iida-Emilia,43
Iselin,43
Jenna-Julia,43
Karpalo,43
Kirsi-Maaria,43
Kumari,43
Leontine,43
Lilija,43
Lumianna,43
Marja-Elina,43
Marleen,43
Matlena,43
Miana,43
Minna-Riikka,43
Mio,43
Ollintytär,43
Pia-Riitta,43
Robin,43
Sabrin,43
Saranda,43
Sigbritt,43
Sini-Tuuli,43
Tiara,43
Titi,43
Tuulianna,43
Vilma-Lotta,43
Abdul,42
Aire,42
Antonella,42
Elizabet,42
Ellamari,42
Emilija,42
Fartun,42
Frederika,42
Giulia,42
Gladys,42
Han,42
Helpi,42
Hilta,42
Jasna,42
Jolie,42
Kaiho,42
Kalla,42
Kathryn,42
Krista-Maria,42
Lejla,42
Liivia,42
Lolita,42
Luana,42
Mahad,42
Mandy,42
Marget,42
Melike,42
Mia-Mari,42
Mira-Maria,42
Naimi,42
Natascha,42
Nguyet,42
Nikola,42
Noel,42
Pyry,42
Rebeca,42
Riitta-Kaisa,42
Sadetta,42
Tilla,42
Tuomaantytär,42
Ulla-Brita,42
Ulla-Leena,42
Yvette,42
Zoja,42
Agafia,41
Ailakki,41
Anais,41
Anaïs,41
Anja-Leena,41
Annmarie,41
Aviva,41
Dorita,41
Elo,41
Enniina,41
Francisca,41
Fransiska,41
Gunlis,41
Hannaliisa,41
Helianna,41
Idil,41
Irkka,41
Israa,41
Johansdotter,41
Katjuska,41
Leone,41
Lotten,41
Majlen,41
Marja-Kristiina,41
Marlén,41
Merette,41
Mette-Maria,41
Minta,41
Najmo,41
Neonilla,41
Nhung,41
Nicoletta,41
Saleh,41
Samintytär,41
Sarai,41
Selda,41
Selia,41
Sylvie,41
Tiia-Riikka,41
Tu,41
Valpu,41
Viivi-Maria,41
Wambui,41
Xuan,41
Ai,40
Annasofia,40
Anne-Christine,40
Anne-Kaarina,40
Ciia,40
del,40
Diem,40
Eeden,40
Eedi,40
Eeri,40
Elisia,40
Emmelie,40
Faye,40
Gunbritt,40
Hanna-Marja,40
Helina,40
Ilham,40
Ilkantytär,40
Ivanovna,40
Jessie,40
Kara,40
Kieu,40
Krisse,40
Leena-Kaarina,40
Lien,40
Luciana,40
Lumilla,40
Maija-Stiina,40
Maria-Helena,40
Miija,40
Mireille,40
Mirela,40
Oliwia,40
Pippa,40
Pomeliina,40
Poppy,40
Rihanna,40
Rosi,40
Sanni-Sofia,40
Sari-Maarit,40
Satu-Sisko,40
Shirley,40
Telle,40
Tiia-Riina,40
Tiina-Marja,40
Villa,40
Ülle,40
Zofia,40
Adeleine,39
Adnan,39
Alona,39
Amna,39
Anab,39
Anilla,39
Anu-Liisa,39
Arielle,39
Aureelia,39
Caitlin,39
Chioma,39
Darya,39
Dawn,39
Ella-Maija,39
Enneli,39
Erikka,39
Esantytär,39
Gunveig,39
Henna-Maija,39
Hien,39
Iida-Lotta,39
Iida-Maija,39
Iivi,39
Illuusia,39
Jenifer,39
Kiisa,39
Kirta,39
Leena-Mari,39
Liliane,39
Lilja-Maria,39
Lounatuuli,39
Luz,39
Mairit,39
Mansikka,39
Mari-Leena,39
Mari-Louise,39
Marjoriitta,39
Martine,39
Meya,39
Miia-Marika,39
Molla,39
Mustikka,39
Narges,39
Nasti,39
Neena,39
Nimco,39
Olesia,39
Parisa,39
Pi,39
Rahaf,39
Rosamaria,39
Saara-Kaisa,39
Saara-Sofia,39
Sargit,39
Valentine,39
Yuliya,39
Adelin,38
Aiju,38
Airiina,38
Alfa,38
Amadea,38
Aslög,38
Blessing,38
Catariina,38
Crystal,38
Damla,38
Ditte,38
Eevamaija,38
Emma-Liisa,38
Erja-Riitta,38
Franciska,38
Geraldine,38
Gun-Marie,38
Hamid,38
Holly,38
Iidamaria,38
Inca,38
Inge-Britt,38
Jounintytär,38
Katharine,38
Léa,38
Leigh,38
Leticia,38
Madleena,38
Marjuska,38
Mary-Anne,38
Mildrid,38
Milou,38
Mimma,38
Moira,38
Muna,38
Munira,38
Naemi,38
Nan,38
Natalija,38
Nenne,38
Nikolina,38
Nura,38
Ristontytär,38
Roosa-Mari,38
Salman,38
Samiira,38
Samsam,38
Siena,38
Sima,38
Sini-Maarit,38
Sirpa-Leena,38
Suvi-Tuulikki,38
Tapiontytär,38
Tiia-Tuulia,38
Ulla-Kaisa,38
Vineta,38
Wanjiku,38
Wilja,38
Willow,38
Adelé,37
Agnetha,37
Aino-Emilia,37
Anastasiya,37
Anne-Maaret,37
Annemaria,37
Anne-Marika,37
Anni-Leena,37
Asli,37
Cleo,37
Danica,37
Devi,37
Dua,37
Edvina,37
Ellimaija,37
Elza,37
Erja-Leena,37
Erkintytär,37
Faisal,37
Faiza,37
Georgia,37
Giovanna,37
Iida-Liisa,37
Iida-Mari,37
Inga-Liisa,37
Isabela,37
Jeena,37
Juhontytär,37
Kassandra,37
Katya,37
Kerttu-Liisa,37
Kitte,37
Kristiine,37
Liilia,37
Lumimarja,37
Mahmood,37
Mária,37
Maria-Sofia,37
Marle,37
Mirja-Riitta,37
Natja,37
Nida,37
Oline,37
Penny,37
Petrina,37
Pia-Kristiina,37
Priska,37
Sabriina,37
Saija-Leena,37
Sakina,37
Sakura,37
Sandy,37
Sickan,37
Silje,37
Sini-Marja,37
Smilla,37
Sol,37
Tatyana,37
Thien,37
Thilde,37
Tuija-Leena,37
Unikko,37
Wivi,37
Aasa,36
Abdikarim,36
Ahlam,36
Aksiina,36
Aleyna,36
Aliya,36
Anabel,36
Annalisa,36
Anna-Marie,36
Anu-Mari,36
Asia,36
Asra,36
Bernadette,36
Biritta,36
Cam,36
Catherina,36
Chau,36
Chris,36
Cira,36
de,36
Donya,36
Dunia,36
Eija-Inkeri,36
Elfrida,36
Ellamaria,36
Else-May,36
Emma-Kaisa,36
Emma-Leena,36
Enni-Maria,36
Faadumo,36
Farhiyo,36
Giselle,36
Gun-Viol,36
Hanna-Sofia,36
Hannemari,36
Heli-Maria,36
Iraida,36
Janelle,36
Jing,36
Keira,36
Lorin,36
Lucina,36
Luiza,36
Margitha,36
Meriem,36
Mertta,36
Metsätähti,36
Minnaliisa,36
Mirigli,36
Muniira,36
Nala,36
Nikolaevna,36
Omena,36
Oodi,36
Rani,36
Rosa-Marie,36
Salka,36
Seynab,36
Suvituulia,36
Abdirisaq,35
Agnete,35
Aija-Leena,35
Ailin,35
Alfiina,35
Amaal,35
Amie,35
Anna-Julia,35
Asad,35
Athene,35
Athina,35
Ayda,35
Aziza,35
Binte,35
Briita,35
Britt-Inger,35
Catrina,35
De,35
Dunya,35
Elli-Sofia,35
Ene,35
Eva-Kaarina,35
Eva-Maija,35
Eyvor,35
Gundel,35
Gun-May,35
Halina,35
Hanna-Riina,35
Heather,35
Helea,35
Hilja-Maria,35
Josetta,35
Karo,35
Larsdotter,35
Latifa,35
Liban,35
Liliia,35
Linda-Marie,35
Lourdes,35
Lumo,35
M.,35
Marella,35
Margherita,35
Maribel,35
Marike,35
Markitta,35
Melika,35
Merikukka,35
Natacha,35
Natasia,35
Nazanin,35
Neila,35
Pasintytär,35
Perla,35
Reetta-Leena,35
Riitta-Maria,35
Roosamari,35
Roya,35
Selin,35
Shamso,35
Siro,35
Suvi-Maarit,35
Suzana,35
Syksy,35
Teija-Liisa,35
Trine,35
Tuuli-Maaria,35
Ulla-Maarit,35
Ullamari,35
Vanda,35
Vilna,35
Zehra,35
Zina,35
Zohra,35
A.,34
Adette,34
Afnan,34
Alesia,34
Amin,34
Aninka,34
Annabell,34
Anna-Pauliina,34
Anu-Leena,34
Aretta,34
Arianne,34
Aronia,34
Astri,34
Aziz,34
Edona,34
Elektra,34
Emeline,34
Eugenie,34
Fransina,34
Hajar,34
Henna-Maaria,34
Iliana,34
Jaana-Maria,34
Jarita,34
Jemilia,34
Jiina,34
Kathy,34
Kendra,34
Kiia-Maria,34
Kiki,34
Kristi,34
Kuutar,34
Lam,34
Leenu,34
Leonoora,34
Lumi-Kukka,34
Majbritt,34
Mariliina,34
Marleene,34
Maryna,34
Merihelmi,34
Meri-Helmi,34
Natasa,34
Neera,34
Nicolette,34
Ninetta,34
Njeri,34
Piita,34
Remi,34
Roxana,34
